cpu_t0,memory_t0,disk_t0,temperature_t0,errors_t0,response_time_t0,network_t0,uptime_t0,processes_t0,threads_t0,cpu_t1,memory_t1,disk_t1,temperature_t1,errors_t1,response_time_t1,network_t1,uptime_t1,processes_t1,threads_t1,cpu_t2,memory_t2,disk_t2,temperature_t2,errors_t2,response_time_t2,network_t2,uptime_t2,processes_t2,threads_t2,cpu_t3,memory_t3,disk_t3,temperature_t3,errors_t3,response_time_t3,network_t3,uptime_t3,processes_t3,threads_t3,cpu_t4,memory_t4,disk_t4,temperature_t4,errors_t4,response_time_t4,network_t4,uptime_t4,processes_t4,threads_t4,cpu_t5,memory_t5,disk_t5,temperature_t5,errors_t5,response_time_t5,network_t5,uptime_t5,processes_t5,threads_t5,cpu_t6,memory_t6,disk_t6,temperature_t6,errors_t6,response_time_t6,network_t6,uptime_t6,processes_t6,threads_t6,cpu_t7,memory_t7,disk_t7,temperature_t7,errors_t7,response_time_t7,network_t7,uptime_t7,processes_t7,threads_t7,cpu_t8,memory_t8,disk_t8,temperature_t8,errors_t8,response_time_t8,network_t8,uptime_t8,processes_t8,threads_t8,cpu_t9,memory_t9,disk_t9,temperature_t9,errors_t9,response_time_t9,network_t9,uptime_t9,processes_t9,threads_t9,label
31.98,52.97,40.1,41.93,-4.05,101.92,1000.8,199.8,60.48,121.78,36.7,55.41,38.86,47.71,-1.91,96.78,1035.82,194.76,59.52,128.82,43.91,56.53,40.89,56.73,2.87,91.19,1066.6,193.04,65.43,132.84,47.3,57.13,40.88,61.32,-0.04,84.22,1099.88,179.02,70.23,138.52,50.9,59.44,48.62,65.1,2.8,85.36,1136.91,179.77,73.0,145.22,58.66,61.37,45.42,66.79,6.43,77.99,1165.12,172.91,74.43,151.51,61.09,65.24,44.26,72.35,2.15,71.52,1201.53,166.85,80.92,160.54,68.53,68.66,49.73,79.46,2.59,69.95,1235.16,157.98,86.64,168.71,73.31,67.54,50.95,77.26,3.77,64.55,1265.04,154.84,88.47,174.12,79.23,70.39,48.02,83.71,6.58,60.0,1294.48,150.94,87.1,184.66,1
31.05,44.8,40.7,43.31,0.91,97.55,999.4,197.56,62.1,123.44,34.9,53.12,41.02,49.49,1.48,96.63,1034.57,196.3,63.12,123.72,40.05,55.46,40.14,55.66,-1.31,91.02,1066.2,189.31,62.28,134.2,47.0,57.06,42.69,58.71,-4.31,83.48,1102.52,182.8,72.6,137.29,53.38,58.21,44.47,61.78,0.46,82.71,1137.13,177.93,74.29,147.18,57.5,62.12,43.13,65.12,3.64,76.1,1165.58,176.24,76.71,153.6,61.55,61.33,46.38,69.89,5.65,73.7,1200.22,167.22,81.42,160.4,70.2,62.77,44.42,74.68,2.97,69.13,1228.95,161.03,81.42,166.44,73.89,67.18,47.11,80.98,5.94,66.89,1265.99,154.69,89.7,170.52,79.78,69.87,49.36,87.67,5.36,58.02,1300.5,147.02,89.02,180.82,1
30.07,46.62,41.59,45.31,-0.53,97.81,1001.55,201.16,60.88,121.85,38.57,50.57,41.25,50.87,1.57,96.01,1035.38,193.79,66.2,127.62,43.14,54.95,40.46,51.81,0.16,95.43,1065.71,187.75,69.9,131.12,47.22,55.32,42.43,62.43,1.31,86.51,1100.95,183.05,71.41,141.87,54.59,57.95,49.24,60.73,2.76,80.11,1133.4,180.41,74.74,147.33,58.76,65.13,48.66,67.28,3.87,78.58,1166.66,171.52,74.56,152.63,58.99,63.45,49.72,74.58,5.22,72.63,1199.94,169.06,79.77,161.35,64.79,67.5,45.38,76.05,5.49,69.55,1234.66,159.89,82.89,167.76,73.63,67.77,47.25,83.1,2.04,64.57,1270.3,158.64,85.09,171.88,78.27,67.85,48.97,85.54,0.04,60.35,1300.05,151.68,91.51,178.15,1
26.8,53.14,38.56,45.39,-0.34,102.73,1000.74,201.11,60.45,121.71,36.43,50.83,40.76,51.88,-0.26,93.21,1031.9,193.53,62.57,127.47,39.64,59.85,41.8,54.4,0.89,91.53,1068.58,185.87,66.88,135.94,47.68,56.1,46.75,59.48,0.93,89.83,1099.6,182.81,64.53,138.53,49.86,60.42,45.27,64.72,4.05,82.14,1133.21,176.89,74.85,145.69,59.06,62.24,47.38,67.06,3.78,75.15,1165.81,175.19,74.83,154.56,61.76,60.68,45.75,73.09,2.64,74.27,1196.87,162.94,78.58,161.26,72.92,64.81,48.87,77.22,2.55,69.64,1231.53,159.43,83.17,166.27,75.91,70.12,49.05,79.13,3.92,66.67,1263.48,158.25,87.21,170.24,83.84,70.43,47.86,85.7,7.34,58.0,1297.12,151.11,91.56,182.0,1
27.32,51.46,38.84,43.24,1.44,102.2,1001.08,200.71,57.1,118.63,34.77,52.32,41.23,51.25,-2.65,97.31,1031.6,195.95,61.62,127.36,42.02,55.19,40.51,52.74,0.85,89.16,1066.49,190.6,70.25,129.22,45.88,55.46,42.37,56.75,2.98,85.32,1096.54,186.76,72.24,140.97,51.38,58.76,43.9,60.56,1.63,82.32,1133.44,176.97,73.46,146.48,59.28,59.12,49.03,66.33,4.44,76.11,1168.52,171.25,77.65,152.31,65.0,64.62,46.36,70.6,0.39,71.26,1201.49,163.72,79.16,161.69,68.7,67.92,50.15,75.33,0.59,67.17,1229.32,160.12,84.04,167.19,74.1,63.53,47.92,80.4,3.61,62.7,1265.6,155.77,87.71,174.6,79.89,66.8,51.15,85.21,4.4,59.11,1298.9,153.98,88.85,179.07,1
29.29,50.1,38.98,43.13,-4.75,98.54,1001.38,198.22,62.45,119.94,35.42,53.7,41.86,51.09,-0.56,94.59,1034.15,195.16,57.51,123.54,40.45,55.61,40.39,53.78,-0.2,92.0,1066.6,189.61,66.21,133.82,47.45,56.53,46.77,58.7,7.3,86.45,1102.95,184.87,70.54,141.66,52.05,58.84,46.87,57.96,4.31,84.03,1134.56,177.51,72.91,149.06,60.65,62.93,47.47,67.33,1.75,76.91,1168.47,172.39,77.03,151.25,64.43,64.67,49.01,72.09,7.95,75.35,1196.63,170.53,82.25,159.24,69.49,67.28,46.21,74.63,3.58,66.84,1236.85,162.17,83.32,164.55,72.04,68.42,53.05,81.8,5.79,66.25,1268.99,154.72,84.73,175.02,77.98,69.22,47.96,87.12,6.92,60.69,1299.41,150.37,90.81,176.76,1
28.28,49.16,41.67,47.09,-3.05,99.0,1002.33,200.9,54.13,120.32,34.81,52.24,41.08,54.51,2.44,94.96,1034.69,196.59,65.02,126.95,39.62,54.11,46.21,52.95,5.18,93.46,1065.84,189.81,64.48,134.48,49.96,56.65,42.0,56.28,-1.38,89.46,1097.45,183.06,71.63,136.73,51.76,59.2,46.25,57.88,3.17,83.66,1134.3,179.95,73.32,142.18,56.61,60.35,44.49,64.56,0.93,76.15,1165.6,170.83,81.25,152.29,62.01,62.12,47.7,72.12,2.53,73.2,1200.16,164.45,78.29,162.78,69.75,67.91,47.25,75.48,5.4,66.67,1231.01,158.2,82.02,166.38,75.8,71.33,45.41,81.09,4.86,65.85,1265.67,154.02,85.66,175.98,82.38,68.04,47.45,83.81,4.78,62.86,1298.61,151.8,91.18,180.33,1
28.41,50.8,38.54,44.42,-1.15,99.05,997.62,198.97,60.03,118.55,35.58,52.16,42.38,50.0,2.0,95.13,1032.81,193.67,63.38,123.63,42.22,53.34,42.76,54.31,0.88,92.54,1065.67,191.14,67.96,135.36,46.81,60.14,41.39,57.57,1.73,85.61,1100.04,184.59,68.51,139.47,50.87,57.9,44.17,62.17,1.05,86.1,1136.34,179.53,71.32,145.39,56.4,60.18,49.5,68.42,1.31,78.33,1168.1,170.96,80.77,151.04,64.55,62.53,49.02,72.83,6.57,74.86,1198.01,166.53,80.49,159.92,70.24,66.1,51.03,74.24,3.81,67.0,1234.75,162.83,85.66,164.57,72.74,65.46,47.62,79.21,2.87,61.29,1264.99,156.21,84.05,173.32,82.73,73.01,50.92,85.99,3.57,66.2,1300.15,150.97,90.34,179.72,1
28.03,47.08,39.67,45.31,0.06,99.61,999.73,200.07,61.97,123.03,34.94,51.27,39.06,48.45,2.16,92.83,1032.42,194.84,64.99,125.52,43.15,57.64,36.93,54.32,1.57,92.01,1066.48,186.18,66.24,130.56,47.7,59.9,42.38,59.67,-0.52,82.98,1100.49,182.41,71.69,138.49,50.07,56.38,43.0,60.8,2.07,84.43,1133.37,179.45,76.62,146.97,58.43,59.49,45.45,68.55,7.33,77.51,1168.56,173.89,76.31,152.55,64.53,63.39,46.73,73.69,4.96,74.31,1201.04,166.4,80.68,159.1,69.88,64.49,48.42,76.39,2.46,66.37,1232.42,160.22,81.19,164.28,77.19,68.33,47.12,76.76,4.93,61.36,1267.13,152.6,85.75,177.2,79.17,71.94,47.16,81.72,2.77,62.26,1300.97,147.97,89.31,179.39,1
29.23,51.77,36.86,45.37,2.03,98.19,999.7,199.51,61.79,119.3,34.29,55.42,40.14,53.18,2.2,94.3,1034.79,191.61,66.05,126.59,42.18,53.7,42.8,54.53,1.97,89.47,1067.5,190.75,67.2,132.14,48.0,55.72,45.12,59.42,2.17,92.41,1100.15,183.65,72.09,141.02,50.12,59.67,44.6,60.76,1.35,81.82,1135.93,180.4,72.61,145.64,59.94,63.46,45.62,62.81,2.54,77.38,1168.32,174.58,75.96,154.34,62.26,65.48,45.88,72.02,4.71,73.1,1200.35,164.83,78.09,162.13,70.69,66.17,45.82,76.7,3.37,68.05,1231.1,162.04,85.36,169.15,73.06,65.57,52.72,79.97,5.51,68.11,1266.1,154.41,87.25,173.96,78.36,73.1,51.84,85.64,1.89,60.02,1305.43,147.88,88.53,179.13,1
29.45,47.64,39.13,49.31,-1.47,100.55,998.44,195.78,58.78,120.59,40.57,48.23,41.81,51.67,-2.49,95.18,1035.42,195.96,64.25,128.9,43.16,53.79,39.6,52.84,2.15,91.07,1069.12,186.46,67.16,132.4,49.74,56.65,42.47,57.54,3.8,86.66,1100.66,181.19,68.89,140.83,54.11,57.61,49.65,60.09,2.14,80.09,1132.29,177.74,71.42,147.08,56.48,64.11,44.62,65.27,4.0,78.16,1168.38,170.66,74.75,154.37,65.73,62.58,43.93,73.05,2.43,75.59,1200.87,165.36,81.29,165.37,67.15,62.96,47.42,75.32,4.31,68.31,1227.85,160.72,86.48,167.85,73.35,68.24,48.77,83.98,8.57,64.59,1264.39,152.76,84.85,170.17,81.18,71.92,49.35,82.71,3.05,59.12,1297.26,148.05,90.4,179.48,1
30.4,49.73,41.36,47.97,-3.85,99.15,1000.17,200.91,59.28,121.35,40.46,50.82,39.72,50.48,1.62,94.43,1033.45,197.48,62.18,128.55,36.63,52.45,40.3,53.58,1.95,88.28,1069.72,191.12,68.57,132.93,49.04,55.59,42.23,57.61,3.19,84.6,1097.03,182.96,67.08,139.45,53.96,59.93,41.29,63.13,6.29,82.31,1134.3,175.17,69.77,147.9,54.44,58.27,41.46,67.86,4.61,77.08,1169.29,174.59,78.08,153.62,65.83,60.11,48.7,71.5,3.45,72.87,1202.85,166.69,78.14,160.91,68.8,58.98,50.93,77.0,6.89,70.42,1235.24,160.88,82.03,165.56,74.62,65.06,50.11,81.23,1.98,65.04,1264.15,153.7,87.49,173.31,76.99,69.82,51.06,82.34,6.61,60.91,1298.63,147.8,85.66,180.72,1
26.69,49.86,38.49,40.97,1.75,97.19,1003.03,201.85,62.59,119.23,35.53,53.62,42.6,48.54,-3.61,93.45,1035.39,196.03,62.97,127.05,41.55,53.27,41.2,52.22,2.03,88.85,1068.1,189.91,69.68,131.71,49.85,57.05,45.21,56.87,4.32,90.01,1104.15,184.15,71.11,139.55,52.2,59.2,43.8,62.75,2.7,80.17,1132.07,171.51,71.23,149.69,59.25,60.76,42.76,67.45,1.86,79.81,1165.23,170.91,76.6,152.49,66.66,62.56,48.32,70.82,3.15,74.3,1199.27,167.83,79.69,157.55,67.16,65.6,45.58,78.49,7.11,68.41,1234.03,160.91,86.33,167.55,74.73,70.19,51.99,81.78,8.16,67.06,1267.85,154.04,85.49,174.14,78.19,70.24,49.24,86.14,4.7,57.39,1295.37,148.45,88.76,181.3,1
29.02,47.67,41.63,42.71,-1.68,103.26,999.12,200.82,59.23,119.6,34.53,53.35,40.45,47.19,3.22,93.78,1033.67,192.93,63.33,126.66,38.79,53.71,41.01,53.52,3.53,89.07,1065.84,190.55,67.53,134.23,50.53,57.14,42.17,57.39,0.49,82.48,1101.14,180.76,66.68,137.09,55.47,59.73,41.61,63.15,5.51,82.66,1133.09,179.47,74.21,149.86,57.87,60.21,45.22,65.81,3.95,77.56,1164.67,173.86,78.16,152.25,63.35,66.2,47.22,68.44,3.15,72.66,1202.42,169.82,78.91,158.68,67.57,65.73,48.19,77.56,4.98,67.98,1231.06,159.08,83.83,168.92,72.51,66.62,46.88,81.88,4.92,67.77,1265.44,155.01,85.09,173.68,78.3,65.37,50.17,85.21,4.29,59.74,1302.07,151.13,88.07,179.38,1
31.84,51.33,37.83,44.06,0.17,102.26,1000.1,201.21,61.49,118.19,36.18,50.93,42.46,48.4,2.01,92.74,1032.37,194.21,63.97,130.98,41.4,52.96,41.41,53.7,2.19,92.68,1062.26,182.1,68.28,131.6,47.6,58.41,43.52,56.77,1.1,83.75,1097.86,182.45,70.66,140.11,50.99,62.84,46.81,61.96,2.86,81.08,1129.79,180.63,78.42,147.46,60.65,62.44,46.15,69.04,2.74,79.25,1165.09,171.12,79.54,152.72,61.3,64.91,43.16,72.48,4.15,73.29,1200.75,166.27,80.5,162.19,65.5,66.23,48.4,76.12,3.58,72.96,1232.09,162.05,82.95,169.04,76.23,63.64,52.71,79.5,8.41,67.53,1264.69,153.56,85.66,173.5,79.5,70.9,50.3,85.6,5.1,60.23,1300.19,150.71,90.79,179.63,1
30.66,52.88,37.66,46.41,0.94,100.15,1002.88,200.91,59.52,117.79,36.46,54.57,39.59,48.98,-0.35,93.6,1034.49,194.9,65.18,124.62,37.88,54.02,43.9,56.94,-1.03,89.44,1066.98,191.73,70.68,136.35,49.13,57.43,43.47,61.04,3.08,90.17,1099.92,186.58,67.63,142.36,52.13,60.79,45.18,61.43,0.53,81.39,1132.65,175.61,75.17,147.95,55.91,61.78,42.83,66.9,2.9,81.58,1167.2,171.64,78.1,152.11,63.3,63.59,45.66,71.97,2.79,74.95,1200.43,167.75,78.86,164.37,69.31,64.78,43.56,73.79,-1.39,68.14,1235.43,159.77,86.17,165.29,74.54,66.83,49.43,78.02,3.94,66.09,1261.72,154.77,88.12,176.92,78.07,72.48,48.7,84.74,4.4,60.52,1299.67,146.24,90.92,178.9,1
29.49,47.19,40.44,43.65,2.39,98.92,999.01,200.14,61.0,118.09,33.81,56.03,42.12,47.27,-1.63,95.63,1034.49,192.38,62.64,127.63,41.28,57.13,42.2,54.41,2.62,88.16,1066.93,189.73,68.69,134.85,45.31,59.34,42.31,54.47,1.8,83.6,1094.84,186.71,69.92,142.33,52.82,58.84,47.66,63.58,2.24,81.32,1132.45,182.81,71.8,149.43,61.71,62.22,44.65,69.31,-0.8,79.64,1167.33,173.56,78.18,149.8,62.05,61.95,47.41,70.13,2.27,77.71,1204.03,166.85,77.92,159.64,68.07,64.43,45.72,74.24,3.68,66.85,1234.22,161.3,83.25,166.34,75.22,69.85,48.91,80.75,1.74,64.93,1267.5,156.69,83.59,172.35,79.37,70.22,51.09,85.58,2.58,61.45,1300.68,151.46,90.75,179.63,1
29.77,51.02,39.53,45.69,-1.53,96.18,1000.67,201.89,60.93,120.46,33.38,54.03,38.36,47.19,-1.84,96.73,1032.21,196.38,60.51,127.71,37.25,53.06,42.84,54.36,1.35,87.12,1068.08,189.58,65.81,135.74,44.89,54.11,43.13,58.74,3.82,83.38,1098.6,181.86,69.25,142.67,54.45,59.31,46.38,62.6,3.3,81.84,1133.48,172.91,71.73,148.96,60.03,60.88,45.35,63.73,3.28,75.85,1167.28,173.68,78.35,151.79,62.84,63.8,47.98,67.6,3.68,73.54,1200.56,165.18,78.6,159.25,70.45,66.8,47.03,75.77,4.69,69.92,1231.97,165.96,85.31,165.35,74.46,63.07,46.21,80.22,2.74,68.18,1265.15,156.62,88.76,168.18,78.74,67.36,50.59,84.13,4.63,58.22,1300.87,152.03,87.14,180.63,1
30.4,51.69,41.27,42.59,3.55,100.33,1003.65,200.59,56.15,119.71,37.41,51.41,37.8,52.44,2.24,95.72,1032.54,194.55,57.62,127.52,40.9,56.0,43.21,53.67,0.39,88.87,1062.57,187.83,70.4,131.81,46.75,56.56,45.03,57.46,-0.08,86.46,1098.29,182.42,70.74,139.02,51.56,59.39,44.94,64.81,0.64,80.64,1132.59,178.68,70.85,143.11,58.94,58.98,46.42,66.98,4.4,80.29,1170.24,176.69,73.69,154.1,64.52,60.41,43.26,67.9,5.42,74.8,1197.92,166.1,79.15,160.83,65.68,67.56,48.25,77.5,6.33,69.43,1232.94,162.02,83.09,168.54,75.03,67.38,47.05,79.62,4.54,67.16,1265.3,157.25,86.31,173.74,81.09,68.97,51.05,82.92,2.51,61.69,1301.77,150.74,89.94,180.08,1
32.38,50.36,42.51,46.56,-1.28,95.88,999.0,195.31,60.08,120.21,34.24,55.55,44.31,49.18,-0.05,94.07,1031.75,194.27,62.9,127.52,41.8,54.85,38.31,53.62,1.51,90.97,1065.96,188.08,67.0,134.66,49.23,61.49,48.13,61.11,-0.91,87.42,1100.55,181.5,73.59,140.06,54.26,62.29,48.32,60.89,1.97,83.9,1131.78,179.32,69.75,149.53,59.53,60.26,46.89,65.72,1.95,79.13,1166.71,176.82,74.64,150.46,62.01,63.05,46.64,69.44,6.13,74.22,1201.25,169.61,79.23,159.51,71.81,64.61,46.51,77.58,1.93,69.29,1234.74,159.72,81.1,164.5,72.13,70.0,49.64,83.07,4.99,66.16,1266.94,155.71,86.38,176.77,78.47,70.83,48.43,81.28,3.53,61.68,1298.99,148.13,90.76,180.15,1
32.12,50.36,42.16,43.81,-1.1,100.02,1001.67,198.23,62.27,120.33,36.56,53.03,39.94,49.99,0.65,98.62,1032.44,189.06,63.16,127.12,43.68,55.35,42.76,52.83,1.47,88.68,1062.75,186.86,65.7,133.16,44.54,58.06,43.36,58.64,-1.8,84.9,1101.2,181.72,68.89,136.15,47.59,61.42,42.54,63.32,3.21,79.21,1134.49,176.86,72.47,151.5,58.02,59.64,44.28,66.81,4.08,78.03,1164.14,171.27,77.01,155.17,57.65,63.57,51.93,71.84,3.68,77.27,1205.64,166.39,80.02,164.38,66.86,63.67,46.72,78.06,5.45,70.52,1229.38,162.2,84.02,164.72,72.1,68.36,50.31,78.65,4.85,63.01,1268.6,160.43,84.73,172.32,83.67,68.08,48.96,84.68,5.31,62.41,1302.61,151.18,87.61,181.84,1
29.87,47.41,37.05,45.93,-2.46,103.35,1000.11,198.24,59.99,118.77,38.08,53.71,41.93,48.37,-0.62,101.15,1033.59,199.69,62.94,122.9,45.61,57.04,44.69,55.07,0.4,90.07,1066.25,191.23,69.19,132.24,48.43,54.93,39.71,57.44,6.38,85.61,1098.74,181.7,69.09,139.08,51.32,57.37,48.71,61.17,1.39,83.63,1132.04,179.94,72.76,149.91,60.35,61.36,45.48,66.88,5.27,79.74,1167.03,171.32,76.49,151.73,62.43,67.78,45.76,69.9,4.4,73.95,1200.71,162.81,78.8,162.42,69.46,66.65,45.16,79.46,2.72,71.14,1231.56,158.39,81.79,169.04,68.23,65.47,48.44,85.08,3.87,59.75,1265.72,157.01,86.8,173.11,82.92,65.43,49.09,84.84,3.73,59.18,1300.61,149.21,93.09,181.72,1
28.13,51.76,37.93,46.65,1.49,100.92,997.83,196.82,58.47,122.25,40.33,53.54,39.54,50.54,-1.54,92.86,1036.65,195.84,66.75,124.85,41.08,54.27,45.42,55.98,0.5,87.81,1068.93,187.13,66.98,137.9,46.44,55.85,40.61,58.37,3.3,90.06,1100.07,187.36,71.74,139.88,49.76,58.9,42.82,64.67,4.66,79.76,1132.83,179.6,72.24,146.53,58.3,60.95,47.17,67.64,2.34,76.14,1165.66,171.09,73.84,151.76,63.14,65.14,48.56,67.82,6.29,75.5,1197.82,167.08,80.25,160.0,70.97,66.11,47.97,75.48,3.92,65.89,1233.04,162.02,84.84,166.11,73.86,69.26,48.25,82.81,4.42,63.79,1268.34,154.67,84.47,173.68,80.55,68.96,49.59,84.41,6.08,59.33,1297.68,152.6,91.49,180.35,1
30.63,50.21,38.73,45.49,3.15,98.91,1001.01,200.66,63.23,119.34,37.14,53.95,40.66,52.23,-1.61,92.35,1033.27,193.8,64.62,128.4,42.08,55.9,37.56,56.85,0.64,93.05,1070.77,188.97,67.06,134.57,47.59,58.94,45.16,54.98,3.41,85.98,1101.91,184.08,64.91,138.16,50.13,60.49,41.57,64.18,1.62,82.51,1132.38,177.19,74.99,144.63,58.51,62.77,44.49,64.16,3.91,77.66,1168.49,171.73,78.34,154.98,62.41,65.21,49.95,72.7,4.19,67.78,1204.63,167.63,75.86,161.83,66.4,64.7,45.96,75.56,5.08,69.53,1233.42,162.68,83.22,167.5,70.39,67.94,46.63,81.75,5.3,64.73,1266.59,154.64,87.43,171.54,78.75,73.67,51.1,82.76,1.26,58.63,1298.47,149.61,88.3,180.91,1
32.1,52.46,40.25,45.28,-2.16,100.67,1006.4,199.89,61.48,122.11,32.5,50.56,42.73,48.16,1.92,94.23,1031.49,191.89,67.6,130.26,39.15,54.99,41.55,52.94,2.93,91.57,1064.72,186.09,68.09,133.97,44.8,54.11,47.04,55.88,-0.85,86.65,1101.78,182.94,72.75,137.73,51.98,59.0,44.28,60.42,6.47,82.16,1134.05,181.35,74.36,145.86,57.66,58.43,46.51,67.72,1.35,78.9,1165.76,176.06,78.18,154.67,63.55,62.93,46.04,71.33,1.98,72.44,1200.98,168.25,76.88,159.09,70.42,67.13,48.68,78.0,4.87,66.89,1230.14,162.83,82.36,168.17,75.58,69.7,48.15,79.94,3.68,66.02,1265.42,155.56,88.2,176.54,81.34,69.56,47.26,84.86,5.54,57.42,1299.13,152.38,87.19,175.06,1
26.81,51.29,41.89,47.05,-0.39,100.34,1006.69,197.67,60.73,120.33,33.98,54.44,41.73,55.71,-3.5,96.91,1035.99,193.07,62.48,129.79,43.77,55.02,45.66,52.03,4.03,88.11,1062.72,186.37,65.38,133.39,47.86,56.53,39.48,59.67,2.13,89.89,1101.47,180.45,72.08,141.86,52.56,59.14,46.31,62.4,5.48,82.77,1135.31,179.42,75.42,147.45,59.72,58.11,45.13,67.64,7.03,76.2,1165.47,171.94,77.23,155.98,64.47,69.62,47.16,75.27,2.11,73.15,1198.13,166.4,77.54,162.03,68.81,63.32,47.62,76.81,6.94,66.43,1233.39,158.18,83.35,164.48,78.34,69.22,48.46,84.05,8.68,66.04,1262.96,153.45,84.63,169.99,80.19,71.0,51.82,83.58,4.66,58.94,1300.07,147.42,87.6,182.95,1
32.04,49.59,40.12,47.36,0.83,99.4,999.81,195.36,62.34,118.82,36.52,50.51,37.1,47.61,1.79,97.55,1030.22,194.94,62.3,128.28,44.64,52.67,41.68,52.51,3.45,91.66,1066.22,188.96,66.03,130.7,44.05,55.79,43.98,55.52,1.41,87.62,1102.27,184.49,66.3,139.62,54.74,58.96,42.61,63.57,-0.68,79.88,1133.14,176.51,73.78,146.31,59.06,61.39,48.26,66.9,2.21,75.8,1168.21,173.16,78.39,154.09,62.37,61.59,43.64,71.08,5.54,72.68,1198.15,165.96,80.61,160.04,69.38,64.93,44.62,73.78,2.9,65.58,1232.4,157.73,84.92,165.98,73.79,68.84,46.42,82.78,5.13,68.15,1268.7,155.1,88.44,173.28,82.06,70.28,48.8,84.0,2.51,61.91,1303.49,149.03,87.88,179.71,1
31.16,46.21,41.03,44.77,-3.2,100.15,998.45,200.23,59.91,120.54,35.87,51.43,40.13,53.01,-0.06,93.9,1032.67,193.46,65.58,123.63,41.71,55.28,45.19,55.42,-2.55,92.75,1064.68,186.58,65.51,134.49,43.32,56.97,45.03,57.01,0.57,88.33,1099.37,185.64,67.41,139.17,48.99,59.87,40.25,68.07,1.8,80.66,1127.76,176.63,74.24,147.77,56.45,59.08,46.69,66.34,3.2,76.36,1166.2,171.82,77.08,152.06,63.32,60.77,47.1,71.47,0.24,75.37,1201.54,166.27,79.84,160.38,68.0,66.03,46.8,77.62,4.35,69.0,1232.71,162.33,86.15,163.22,76.77,66.53,48.47,80.18,5.33,63.85,1263.77,152.9,87.89,175.23,78.27,63.51,51.42,88.39,0.47,59.71,1301.43,150.52,92.06,177.87,1
29.37,48.01,38.01,42.33,-0.44,97.82,997.88,202.34,60.27,122.16,38.46,52.55,40.97,48.1,-2.95,92.75,1033.55,193.23,66.58,130.03,40.61,53.54,39.47,56.87,0.73,93.97,1069.01,188.77,67.64,129.27,45.65,56.96,42.08,58.68,1.02,81.85,1100.49,185.2,66.91,139.65,50.5,60.22,43.43,63.83,-0.29,78.55,1131.35,175.09,74.32,146.5,54.75,62.52,46.03,68.75,3.32,78.17,1166.04,172.32,77.78,152.48,57.6,58.9,50.69,72.78,1.13,72.65,1197.85,167.17,78.57,160.58,67.26,61.44,50.23,77.03,5.21,70.38,1232.07,157.25,86.29,164.94,73.44,67.54,50.95,81.5,3.04,64.95,1267.38,154.98,86.89,173.97,82.12,71.73,47.24,84.65,3.35,59.44,1301.34,152.45,93.28,177.8,1
28.97,53.75,41.06,44.53,-0.72,100.08,998.54,200.99,57.92,120.98,34.93,53.4,44.35,52.15,-0.86,96.89,1031.65,195.49,60.87,127.23,38.1,56.77,40.83,52.48,0.7,91.97,1064.9,185.79,65.0,132.82,45.51,54.53,45.13,55.1,0.16,85.69,1100.3,185.04,71.77,137.79,55.06,56.95,43.22,59.0,-1.44,81.81,1131.81,175.64,68.81,146.48,57.61,58.16,46.2,67.52,4.1,74.05,1169.07,173.69,75.62,152.7,62.63,64.25,47.19,69.36,3.5,74.01,1202.31,165.14,77.8,158.85,68.63,68.87,48.67,75.23,2.51,70.66,1233.89,161.97,82.72,164.58,76.36,67.69,45.49,79.01,5.08,66.21,1267.53,156.28,84.36,172.65,78.88,72.44,53.24,85.17,5.32,59.75,1298.2,151.44,89.11,176.66,1
27.43,47.58,37.66,47.45,-2.5,98.91,999.32,201.13,64.41,119.45,37.09,51.73,42.18,50.66,2.37,97.16,1033.63,193.91,63.17,127.36,39.79,51.97,41.26,54.61,0.89,92.63,1065.81,188.91,63.63,133.66,47.59,59.5,45.03,54.09,4.68,85.81,1101.67,181.9,72.66,136.23,49.33,58.52,46.2,62.36,5.53,78.62,1131.69,178.54,73.98,147.01,56.94,58.5,42.76,65.83,3.34,79.46,1164.4,174.34,78.09,154.36,67.07,60.64,46.04,73.45,4.1,75.31,1198.68,166.04,83.14,157.72,70.45,64.23,46.82,75.48,4.11,68.26,1234.06,161.85,84.92,161.76,78.03,68.91,50.92,79.6,2.4,66.51,1264.02,155.08,88.88,172.43,79.31,71.29,50.84,82.18,0.72,59.76,1296.9,149.45,89.23,179.21,1
35.13,47.24,37.95,43.48,0.09,101.94,999.56,199.68,57.09,116.16,36.49,50.2,39.84,48.33,2.81,94.28,1034.62,191.52,67.06,127.72,39.36,58.25,41.65,53.45,-1.11,95.49,1065.05,190.09,68.38,135.21,46.51,56.35,43.6,56.58,5.5,83.86,1098.28,184.06,69.34,138.1,52.08,55.18,45.68,62.93,0.34,83.83,1135.33,177.99,70.76,146.57,56.62,63.96,46.4,67.15,2.58,77.87,1164.91,172.0,77.0,150.44,61.01,66.63,45.6,73.96,3.73,72.57,1199.32,170.95,82.19,159.0,70.06,64.34,48.09,75.79,5.13,71.9,1235.8,160.77,83.18,165.53,78.4,67.97,48.24,85.53,2.34,66.1,1267.22,155.07,85.2,173.36,80.35,71.49,53.94,84.25,6.16,62.77,1301.96,146.58,87.07,179.7,1
